Timestamp,User Count,Type,Name,Requests/s,Failures/s,25%,50%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1655092686,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1655092687,1,GET,home,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,25.669015999999935,25.669015999999935,25.669015999999935,25.669015999999935,18128.0
1655092687,1,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,25.669015999999935,25.669015999999935,25.669015999999935,25.669015999999935,18128.0
1655092688,1,GET,home,0.000000,0.000000,6,6,6,6,6,6,6,6,6,6,6,2,0,6,15.801845999999898,5.934675999999861,25.669015999999935,18128.0
1655092688,1,,Aggregated,0.000000,0.000000,6,6,6,6,6,6,6,6,6,6,6,2,0,6,15.801845999999898,5.934675999999861,25.669015999999935,18128.0
1655092689,1,GET,home,1.000000,0.000000,6,6,6,6,6,6,6,6,6,6,6,3,0,6,12.489215666666647,5.863955000000143,25.669015999999935,18128.0
1655092689,1,,Aggregated,1.000000,0.000000,6,6,6,6,6,6,6,6,6,6,6,3,0,6,12.489215666666647,5.863955000000143,25.669015999999935,18128.0
1655092690,1,GET,home,1.000000,0.000000,6,6,31,31,31,31,31,31,31,31,31,4,0,6,16.993460500000005,5.863955000000143,30.50619500000007,18128.0
1655092690,1,,Aggregated,1.000000,0.000000,6,6,31,31,31,31,31,31,31,31,31,4,0,6,16.993460500000005,5.863955000000143,30.50619500000007,18128.0
1655092691,1,GET,home,1.000000,0.000000,6,6,31,31,31,31,31,31,31,31,31,4,0,6,16.993460500000005,5.863955000000143,30.50619500000007,18128.0
1655092691,1,,Aggregated,1.000000,0.000000,6,6,31,31,31,31,31,31,31,31,31,4,0,6,16.993460500000005,5.863955000000143,30.50619500000007,18128.0
1655092692,1,GET,home,0.666667,0.000000,6,6,31,31,31,31,31,31,31,31,31,5,0,6,14.644546199999956,5.248888999999757,30.50619500000007,18128.0
1655092692,1,,Aggregated,0.666667,0.000000,6,6,31,31,31,31,31,31,31,31,31,5,0,6,14.644546199999956,5.248888999999757,30.50619500000007,18128.0
1655092693,1,GET,home,0.800000,0.000000,6,6,7,31,31,31,31,31,31,31,31,6,0,6,13.305092666666724,5.248888999999757,30.50619500000007,18128.0
1655092693,1,,Aggregated,0.800000,0.000000,6,6,7,31,31,31,31,31,31,31,31,6,0,6,13.305092666666724,5.248888999999757,30.50619500000007,18128.0
1655092694,1,GET,home,0.800000,0.000000,6,6,7,31,31,31,31,31,31,31,31,6,0,6,13.305092666666724,5.248888999999757,30.50619500000007,18128.0
1655092694,1,,Aggregated,0.800000,0.000000,6,6,7,31,31,31,31,31,31,31,31,6,0,6,13.305092666666724,5.248888999999757,30.50619500000007,18128.0
1655092695,1,GET,home,0.714286,0.000000,5,6,7,7,31,31,31,31,31,31,31,7,0,6,12.08991628571421,4.798857999999129,30.50619500000007,18128.0
1655092695,1,,Aggregated,0.714286,0.000000,5,6,7,7,31,31,31,31,31,31,31,7,0,6,12.08991628571421,4.798857999999129,30.50619500000007,18128.0
1655092696,1,GET,home,0.714286,0.000000,5,6,7,7,31,31,31,31,31,31,31,7,0,6,12.08991628571421,4.798857999999129,30.50619500000007,18128.0
1655092696,1,,Aggregated,0.714286,0.000000,5,6,7,7,31,31,31,31,31,31,31,7,0,6,12.08991628571421,4.798857999999129,30.50619500000007,18128.0
1655092697,1,GET,home,0.666667,0.000000,5,6,7,7,31,31,31,31,31,31,31,8,0,6,11.35719349999978,4.798857999999129,30.50619500000007,18128.0
1655092697,1,,Aggregated,0.666667,0.000000,5,6,7,7,31,31,31,31,31,31,31,8,0,6,11.35719349999978,4.798857999999129,30.50619500000007,18128.0
1655092698,1,GET,home,0.666667,0.000000,5,6,7,7,31,31,31,31,31,31,31,8,0,6,11.35719349999978,4.798857999999129,30.50619500000007,18128.0
1655092698,1,,Aggregated,0.666667,0.000000,5,6,7,7,31,31,31,31,31,31,31,8,0,6,11.35719349999978,4.798857999999129,30.50619500000007,18128.0
1655092699,1,GET,home,0.666667,0.000000,5,6,7,31,31,31,31,31,31,31,31,8,0,6,11.35719349999978,4.798857999999129,30.50619500000007,18128.0
1655092699,1,,Aggregated,0.666667,0.000000,5,6,7,31,31,31,31,31,31,31,31,8,0,6,11.35719349999978,4.798857999999129,30.50619500000007,18128.0
1655092700,1,GET,home,0.600000,0.000000,5,6,7,130,130,130,130,130,130,130,130,9,0,6,24.896011999999764,4.798857999999129,133.20655999999963,18128.0
1655092700,1,,Aggregated,0.600000,0.000000,5,6,7,130,130,130,130,130,130,130,130,9,0,6,24.896011999999764,4.798857999999129,133.20655999999963,18128.0
1655092701,1,GET,home,0.600000,0.000000,5,7,8,8,130,130,130,130,130,130,130,10,0,6,23.229543099999827,4.798857999999129,133.20655999999963,18128.0
1655092701,1,,Aggregated,0.600000,0.000000,5,7,8,8,130,130,130,130,130,130,130,10,0,6,23.229543099999827,4.798857999999129,133.20655999999963,18128.0
1655092702,1,GET,home,0.600000,0.000000,6,7,8,130,130,130,130,130,130,130,130,10,0,6,23.229543099999827,4.798857999999129,133.20655999999963,18128.0
1655092702,1,,Aggregated,0.600000,0.000000,6,7,8,130,130,130,130,130,130,130,130,10,0,6,23.229543099999827,4.798857999999129,133.20655999999963,18128.0
1655092703,1,GET,home,0.600000,0.000000,6,8,9,9,130,130,130,130,130,130,130,11,0,7,21.964697909090834,4.798857999999129,133.20655999999963,18128.0
1655092703,1,,Aggregated,0.600000,0.000000,6,8,9,9,130,130,130,130,130,130,130,11,0,7,21.964697909090834,4.798857999999129,133.20655999999963,18128.0
1655092704,1,GET,home,0.600000,0.000000,6,8,9,130,130,130,130,130,130,130,130,11,0,7,21.964697909090834,4.798857999999129,133.20655999999963,18128.0
1655092704,1,,Aggregated,0.600000,0.000000,6,8,9,130,130,130,130,130,130,130,130,11,0,7,21.964697909090834,4.798857999999129,133.20655999999963,18128.0
1655092705,1,GET,home,0.500000,0.000000,5,8,9,9,130,130,130,130,130,130,130,12,0,6,20.573344916666606,4.798857999999129,133.20655999999963,18128.0
