Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,25%,50%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,home,263,0,7,10.618454498095836,4.2492290000026856,212.46574899998905,18128.0,0.44001052281847314,0.0,5,7,9,10,17,25,34,130,210,210,210
,Aggregated,263,0,7,10.618454498095836,4.2492290000026856,212.46574899998905,18128.0,0.44001052281847314,0.0,5,7,9,10,17,25,34,130,210,210,210
