2022-04-30T04:40:33.76416007Z stdout F {"t":{"$date":"2022-04-30T04:40:33.759+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293633:759887][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 59, snapshot max: 59 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:41:29.723601265Z stdout F {"t":{"$date":"2022-04-30T04:41:29.688+00:00"},"s":"I",  "c":"COMMAND",  "id":20499,   "ctx":"ftdc","msg":"serverStatus was very slow","attr":{"timeStats":{"after basic":0,"after asserts":0,"after bucketCatalog":0,"after catalogStats":0,"after connections":0,"after electionMetrics":0,"after extra_info":1642,"after flowControl":1642,"after freeMonitoring":1642,"after globalLock":1642,"after locks":1642,"after logicalSessionRecordCache":1642,"after mirroredReads":1642,"after network":1642,"after opLatencies":1642,"after opcounters":1642,"after opcountersRepl":1642,"after oplogTruncation":1642,"after readConcernCounters":1642,"after repl":1642,"after scramCache":1642,"after security":1642,"after storageEngine":1642,"after tcmalloc":1642,"after tenantMigrations":1642,"after trafficRecording":1642,"after transactions":1642,"after transportSecurity":1642,"after twoPhaseCommitCoordinator":1642,"after wiredTiger":1642,"at end":1652}}}
2022-04-30T04:41:34.075103381Z stdout F {"t":{"$date":"2022-04-30T04:41:34.074+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293694:74188][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 61, snapshot max: 61 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:42:34.921373522Z stdout F {"t":{"$date":"2022-04-30T04:42:34.920+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293754:920624][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 63, snapshot max: 63 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:42:35.630248845Z stdout F {"t":{"$date":"2022-04-30T04:42:35.629+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.6:40023","uuid":"4996ea1e-5ac0-410e-bdd5-6d6ef70cfdce","connectionId":1,"connectionCount":1}}
2022-04-30T04:42:35.728254825Z stdout F {"t":{"$date":"2022-04-30T04:42:35.727+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn1","msg":"client metadata","attr":{"remote":"127.0.0.6:40023","client":"conn1","doc":{"driver":{"name":"nodejs","version":"2.2.33"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"5.10.104-linuxkit"},"platform":"Node.js v16.8.0, LE, mongodb-core: 2.1.17"}}}
2022-04-30T04:42:35.797787908Z stdout F {"t":{"$date":"2022-04-30T04:42:35.797+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"127.0.0.6:55781","uuid":"9b3e5469-0087-4ea2-805f-908b4bea0532","connectionId":2,"connectionCount":2}}
2022-04-30T04:42:35.80230761Z stdout F {"t":{"$date":"2022-04-30T04:42:35.801+00:00"},"s":"I",  "c":"STORAGE",  "id":20320,   "ctx":"conn2","msg":"createCollection","attr":{"namespace":"ticket-office.office","uuidDisposition":"generated","uuid":{"uuid":{"$uuid":"86d928cd-4be4-4174-8fc8-06a5c03bdcce"}},"options":{}}}
2022-04-30T04:42:35.829649302Z stdout F {"t":{"$date":"2022-04-30T04:42:35.829+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"conn2","msg":"Index build: done building","attr":{"buildUUID":null,"namespace":"ticket-office.office","index":"_id_","commitTimestamp":null}}
2022-04-30T04:42:35.8481723Z stdout F {"t":{"$date":"2022-04-30T04:42:35.847+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn2","msg":"Connection ended","attr":{"remote":"127.0.0.6:55781","uuid":"9b3e5469-0087-4ea2-805f-908b4bea0532","connectionId":2,"connectionCount":1}}
2022-04-30T04:42:35.916887885Z stdout F {"t":{"$date":"2022-04-30T04:42:35.916+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn1","msg":"Connection ended","attr":{"remote":"127.0.0.6:40023","uuid":"4996ea1e-5ac0-410e-bdd5-6d6ef70cfdce","connectionId":1,"connectionCount":0}}
2022-04-30T04:43:35.405708388Z stdout F {"t":{"$date":"2022-04-30T04:43:35.404+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293815:403855][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 73, snapshot max: 73 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:44:35.900349468Z stdout F {"t":{"$date":"2022-04-30T04:44:35.899+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293875:899913][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 76, snapshot max: 76 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:45:35.926174312Z stdout F {"t":{"$date":"2022-04-30T04:45:35.925+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293935:925827][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 78, snapshot max: 78 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:46:35.932571118Z stdout F {"t":{"$date":"2022-04-30T04:46:35.932+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651293995:932254][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 80, snapshot max: 80 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:47:35.942052916Z stdout F {"t":{"$date":"2022-04-30T04:47:35.941+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294055:941700][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 82, snapshot max: 82 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:48:35.950492867Z stdout F {"t":{"$date":"2022-04-30T04:48:35.950+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294115:950043][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 84, snapshot max: 84 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:49:35.958988636Z stdout F {"t":{"$date":"2022-04-30T04:49:35.958+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294175:958641][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 86, snapshot max: 86 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:50:35.965272236Z stdout F {"t":{"$date":"2022-04-30T04:50:35.965+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294235:965025][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 88, snapshot max: 88 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:51:35.971789342Z stdout F {"t":{"$date":"2022-04-30T04:51:35.971+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294295:971494][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 90, snapshot max: 90 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:52:35.977422824Z stdout F {"t":{"$date":"2022-04-30T04:52:35.976+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294355:976930][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 92, snapshot max: 92 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:53:35.984109303Z stdout F {"t":{"$date":"2022-04-30T04:53:35.983+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294415:983892][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 94, snapshot max: 94 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:54:35.99197486Z stdout F {"t":{"$date":"2022-04-30T04:54:35.988+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294475:988746][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 96, snapshot max: 96 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:55:36.008656566Z stdout F {"t":{"$date":"2022-04-30T04:55:36.008+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294536:8290][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 98, snapshot max: 98 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:56:36.035106056Z stdout F {"t":{"$date":"2022-04-30T04:56:36.029+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294596:29686][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 100, snapshot max: 100 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:57:36.301688216Z stdout F {"t":{"$date":"2022-04-30T04:57:36.301+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294656:301369][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 102, snapshot max: 102 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:58:36.313178413Z stdout F {"t":{"$date":"2022-04-30T04:58:36.312+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294716:312409][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 104, snapshot max: 104 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T04:59:36.327593941Z stdout F {"t":{"$date":"2022-04-30T04:59:36.327+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294776:327222][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 106, snapshot max: 106 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:00:05.352357498Z stdout F {"t":{"$date":"2022-04-30T05:00:05.350+00:00"},"s":"I",  "c":"COMMAND",  "id":20499,   "ctx":"ftdc","msg":"serverStatus was very slow","attr":{"timeStats":{"after basic":194,"after asserts":194,"after bucketCatalog":194,"after catalogStats":194,"after connections":194,"after electionMetrics":194,"after extra_info":1417,"after flowControl":1417,"after freeMonitoring":1417,"after globalLock":1417,"after locks":1417,"after logicalSessionRecordCache":1417,"after mirroredReads":1505,"after network":1505,"after opLatencies":1505,"after opcounters":1505,"after opcountersRepl":1505,"after oplogTruncation":1507,"after readConcernCounters":1507,"after repl":1507,"after scramCache":1507,"after security":1507,"after storageEngine":1507,"after tcmalloc":1507,"after tenantMigrations":1507,"after trafficRecording":1507,"after transactions":1507,"after transportSecurity":1507,"after twoPhaseCommitCoordinator":1507,"after wiredTiger":1824,"at end":1892}}}
2022-04-30T05:00:36.34220567Z stdout F {"t":{"$date":"2022-04-30T05:00:36.341+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294836:341359][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 108, snapshot max: 108 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:01:36.361317165Z stdout F {"t":{"$date":"2022-04-30T05:01:36.361+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294896:361009][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 110, snapshot max: 110 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:02:36.376903878Z stdout F {"t":{"$date":"2022-04-30T05:02:36.376+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651294956:376191][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 112, snapshot max: 112 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:03:36.409773529Z stdout F {"t":{"$date":"2022-04-30T05:03:36.404+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295016:404551][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 114, snapshot max: 114 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:04:36.58936838Z stdout F {"t":{"$date":"2022-04-30T05:04:36.588+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295076:588239][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 116, snapshot max: 116 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:05:36.611212757Z stdout F {"t":{"$date":"2022-04-30T05:05:36.610+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295136:610330][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 118, snapshot max: 118 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:06:36.639598907Z stdout F {"t":{"$date":"2022-04-30T05:06:36.638+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295196:638631][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 120, snapshot max: 120 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:07:36.680552853Z stdout F {"t":{"$date":"2022-04-30T05:07:36.680+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295256:680079][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 122, snapshot max: 122 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:08:36.693487039Z stdout F {"t":{"$date":"2022-04-30T05:08:36.693+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295316:693109][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 124, snapshot max: 124 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:09:36.714857973Z stdout F {"t":{"$date":"2022-04-30T05:09:36.713+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295376:713941][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 126, snapshot max: 126 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:10:36.737537249Z stdout F {"t":{"$date":"2022-04-30T05:10:36.735+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295436:735378][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 128, snapshot max: 128 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:11:36.760299855Z stdout F {"t":{"$date":"2022-04-30T05:11:36.759+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295496:759393][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 130, snapshot max: 130 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:12:36.773873862Z stdout F {"t":{"$date":"2022-04-30T05:12:36.773+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295556:773193][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 132, snapshot max: 132 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:13:36.79443737Z stdout F {"t":{"$date":"2022-04-30T05:13:36.792+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295616:792740][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 134, snapshot max: 134 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:14:36.803234978Z stdout F {"t":{"$date":"2022-04-30T05:14:36.801+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295676:801365][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 136, snapshot max: 136 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:15:36.815535492Z stdout F {"t":{"$date":"2022-04-30T05:15:36.813+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295736:813185][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 138, snapshot max: 138 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:16:36.824949616Z stdout F {"t":{"$date":"2022-04-30T05:16:36.824+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295796:824478][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 140, snapshot max: 140 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:17:36.906173546Z stdout F {"t":{"$date":"2022-04-30T05:17:36.905+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295856:905112][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 142, snapshot max: 142 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:18:36.936455479Z stdout F {"t":{"$date":"2022-04-30T05:18:36.936+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295916:936015][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 144, snapshot max: 144 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:19:36.948789462Z stdout F {"t":{"$date":"2022-04-30T05:19:36.948+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651295976:948461][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 146, snapshot max: 146 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:20:36.977161096Z stdout F {"t":{"$date":"2022-04-30T05:20:36.961+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296036:961958][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 148, snapshot max: 148 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:21:36.989616835Z stdout F {"t":{"$date":"2022-04-30T05:21:36.988+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296096:988920][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 150, snapshot max: 150 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:22:36.999526312Z stdout F {"t":{"$date":"2022-04-30T05:22:36.998+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296156:998926][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 152, snapshot max: 152 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:23:37.018373634Z stdout F {"t":{"$date":"2022-04-30T05:23:37.016+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296217:16419][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 154, snapshot max: 154 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:24:37.025214574Z stdout F {"t":{"$date":"2022-04-30T05:24:37.024+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296277:24804][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 156, snapshot max: 156 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:25:37.036584138Z stdout F {"t":{"$date":"2022-04-30T05:25:37.036+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296337:36231][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 158, snapshot max: 158 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:26:37.042158642Z stdout F {"t":{"$date":"2022-04-30T05:26:37.041+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296397:41814][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 160, snapshot max: 160 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
2022-04-30T05:27:37.050399453Z stdout F {"t":{"$date":"2022-04-30T05:27:37.050+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":"[1651296457:50089][1:0x7f2491943700], WT_SESSION.checkpoint: [WT_VERB_CHECKPOINT_PROGRESS] saving checkpoint snapshot min: 162, snapshot max: 162 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}
